Date,Temp,线性回归,二次多项式回归,三次多项式回归,岭回归,随机森林,多层神经元
1981-01-24,16.0,14.328125,16.671875,16.00000000000035,15.04963168034229,15.57282062428697,16.770567
1981-01-25,16.5,14.953125,17.984375,16.500000000000554,15.29374340010578,16.046648628289255,16.327417
1981-01-26,18.7,14.640625,18.421875,18.699999999999434,14.98824311730742,17.137302556719302,16.357037
1981-01-27,19.4,14.578125,17.265625,19.40000000000033,15.054941088590866,16.975242189591743,16.44385
1981-01-28,17.2,14.953125,18.578125,17.199999999999985,15.522382743825403,16.56463028558794,16.540564
1981-01-29,15.5,15.359375,16.953125,15.500000000000021,15.746357054660644,15.862151913508306,16.636976
1981-01-30,15.1,15.453125,17.546875,15.099999999999879,15.851131053873647,15.715400489629658,16.718872
1981-01-31,15.4,14.671875,17.546875,15.399999999999958,15.449588290684373,15.564124429234358,16.604778
1981-02-01,15.3,16.109375,17.796875,15.29999999999989,15.936495165076057,17.14515819035604,15.597385
1981-02-02,18.8,16.390625,17.640625,18.80000000000028,16.31677731195034,18.737756514511645,15.888797
1981-02-03,21.9,15.890625,18.890625,21.89999999999958,15.94468306396993,18.102890405623082,15.854815
1981-02-04,19.9,16.359375,18.0625,19.8999999999999,16.253493380595085,17.506289239721074,15.875218
1981-02-05,16.6,15.796875,14.890625,16.600000000000005,15.747178813051477,16.98277141716877,15.96827
1981-02-06,16.8,16.390625,17.0625,16.799999999999947,16.124124734312183,16.9719964346795,16.057304
1981-02-07,14.6,15.671875,16.265625,14.600000000000076,16.08687830956056,17.053377364794766,15.314964
1981-02-08,17.1,15.765625,19.3125,17.10000000000035,15.65112300271331,17.098907787255477,14.978162
1981-02-09,25.0,16.078125,21.34375,25.000000000000334,15.777726017695736,19.55817036488695,15.771897
1981-02-10,15.0,15.828125,17.421875,15.000000000000092,15.876326210098668,18.130813064953774,15.669667
1981-02-11,13.7,15.890625,15.421875,13.700000000000113,15.906414208390627,17.08573816328304,15.634602
1981-02-12,13.9,15.828125,15.15625,13.900000000000116,15.726660018725656,16.92938534380042,15.731254
1981-02-13,18.3,15.609375,17.59375,18.300000000000168,15.379857961824376,17.329294169581985,15.807183
1981-02-14,22.0,15.890625,19.84375,21.99999999999983,16.02190161749132,18.76258156812603,15.229848
1981-02-15,22.1,16.390625,20.09375,22.099999999999852,16.1300299203921,19.5469672172045,15.060094
1981-02-16,21.2,16.203125,20.265625,21.20000000000013,16.005432645421568,19.23766666980963,15.159344
1981-02-17,18.4,15.671875,19.859375,18.400000000000247,15.691141451923793,18.226154136312886,14.958839
1981-02-18,16.6,15.703125,17.75,16.599999999999874,15.779999283060771,17.621187394808963,14.854547
1981-02-19,16.1,15.703125,17.375,16.10000000000003,15.670096803185281,17.185726659828266,14.785638
1981-02-20,15.7,15.890625,18.8125,15.700000000000328,15.703931235916656,17.796146352006932,14.712772
1981-02-21,16.6,15.046875,18.03125,16.59999999999959,15.408546987421609,17.211470414104554,14.74349
1981-02-22,16.5,15.015625,16.921875,16.499999999999755,15.035060264563782,15.595326912122362,14.77982
1981-02-23,14.4,15.859375,15.109375,14.400000000000368,15.609546161961031,15.361354234359418,14.779205
1981-02-24,14.4,15.421875,16.296875,14.399999999999997,15.503352033568788,15.510289130844486,14.638534
1981-02-25,18.5,16.015625,16.421875,18.49999999999975,16.050543394544373,16.436850664060124,14.654497
1981-02-26,16.9,15.453125,15.765625,16.899999999999984,15.475591769531515,16.16415379047438,14.684328
1981-02-27,17.5,15.515625,17.328125,17.50000000000005,15.401786101418217,16.13932771013045,14.715015
1981-02-28,21.2,15.390625,20.078125,21.19999999999979,15.749686984347424,15.800533161160878,14.812461
1981-03-01,17.8,15.140625,15.609375,17.80000000000031,15.047328528964904,16.717584769682166,13.771274
1981-03-02,18.6,15.453125,16.765625,18.600000000000154,15.427610675839189,16.701991355005827,14.211079
1981-03-03,17.0,14.921875,16.65625,17.00000000000027,15.055516427858779,15.849845648486594,14.130742
1981-03-04,16.0,15.390625,14.984375,15.9999999999994,15.364326744483936,15.463989603463837,13.994349
1981-03-05,13.3,14.859375,14.578125,13.29999999999983,14.858012176940324,15.362891295252352,14.026023
1981-03-06,14.3,15.453125,16.25,14.29999999999998,15.234958098201032,15.933380559981481,14.095855
1981-03-07,11.4,14.703125,12.765625,11.399999999999975,15.197711673449412,16.611469985481435,13.402352
1981-03-08,16.3,14.796875,14.34375,16.299999999999756,14.76195636660216,15.943394928825123,13.1802435
1981-03-09,16.1,15.140625,16.046875,16.10000000000001,14.888559381584585,15.593035575355398,14.057921
1981-03-10,11.8,14.859375,13.140625,11.799999999999946,14.987159573987515,13.79188397096858,13.959214
1981-03-11,12.2,14.921875,10.609375,12.200000000000124,15.017247572279476,13.20867875069105,13.69518
1981-03-12,14.7,14.890625,13.015625,14.70000000000003,14.837493382614504,13.677634862947935,13.780437
1981-03-13,11.8,14.671875,11.96875,11.800000000000068,14.490691325713225,13.788572797716158,13.846948
1981-03-14,11.3,14.921875,13.59375,11.300000000000491,15.132734981380167,14.801960472842602,13.295919
1981-03-15,10.6,15.453125,13.546875,10.600000000000302,15.24086328428095,13.706170377272073,13.239678
1981-03-16,11.7,15.203125,13.9375,11.699999999999914,15.116266009310417,14.069525154736484,13.26565
1981-03-17,14.2,14.703125,13.90625,14.20000000000019,14.801974815812642,13.737601917759031,13.064139
1981-03-18,11.2,14.765625,13.484375,11.199999999999942,14.890832646949622,13.699879273042866,12.947423
1981-03-19,16.9,14.765625,14.921875,16.899999999999803,14.78093016707413,14.430993483435575,12.880553
1981-03-20,16.7,14.921875,15.390625,16.699999999999747,14.814764599805505,14.684358731676053,12.777411
1981-03-21,8.1,14.046875,13.28125,8.100000000000176,14.519380351310458,14.759379888436811,12.819398
1981-03-22,8.0,14.078125,13.140625,7.99999999999995,14.14589362845263,12.268463853152328,12.944437
1981-03-23,8.8,14.890625,12.484375,8.800000000000143,14.720379525849882,12.497586974496262,12.962448
1981-03-24,13.4,14.453125,13.703125,13.400000000000205,14.614185397457637,13.150304402998076,12.831249
1981-03-25,10.9,15.015625,11.265625,10.900000000000079,15.161376758433223,13.441021852740779,12.7171755
1981-03-26,13.4,14.453125,12.015625,13.399999999999999,14.586425133420363,13.563024052421754,12.660825
1981-03-27,11.0,14.546875,12.703125,11.000000000000117,14.512619465307065,13.496594616829627,12.672048
1981-03-28,15.0,14.390625,13.578125,14.999999999999641,14.860520348236273,14.024994787224388,13.022922
1981-03-29,15.7,14.921875,12.734375,15.700000000000017,14.98862495148553,12.796139970150946,12.203705
1981-03-30,14.5,15.234375,12.078125,14.499999999999863,15.275792134333294,13.292465828556185,12.15067
1981-03-31,15.8,14.796875,12.171875,15.79999999999996,15.01414200779972,12.833307278427903,12.038495
1981-04-01,16.7,12.953125,14.515625,16.700000000000045,12.835512994948672,13.496369567214822,12.406312
1981-04-02,16.8,13.015625,15.015625,16.79999999999998,12.946343799608458,13.510271627359371,12.3220415
1981-04-03,17.5,12.640625,15.75,17.49999999999997,12.433745912231306,13.378992609522388,12.207887
1981-04-04,17.1,12.578125,14.765625,17.09999999999989,12.62301545655113,12.446599138250706,11.542209
1981-04-05,18.1,12.140625,15.171875,18.100000000000314,12.020831181421537,12.189694808580386,11.648505
1981-04-06,16.6,12.953125,15.6875,16.600000000000048,12.580170286317005,12.90837742267613,12.272513
1981-04-07,10.0,12.578125,12.359375,10.000000000000124,12.682816498221085,12.514771964131592,12.172006
1981-04-08,14.9,12.609375,12.65625,14.899999999999975,12.550140832585928,12.576490345071363,12.106636
1981-04-09,15.9,12.703125,13.640625,15.899999999999988,12.407292505353855,12.449999790138392,11.91408
1981-04-10,13.0,12.578125,12.203125,12.999999999999972,12.365389058360044,12.20416449024418,11.702297
1981-04-11,7.6,12.109375,12.140625,7.599999999999797,12.275936284346672,11.658268786347001,11.469403
1981-04-12,11.5,12.203125,14.09375,11.499999999999899,12.000312387095716,12.000686850090418,11.680322
1981-04-13,13.5,12.171875,14.265625,13.499999999999881,11.835903513829198,12.636648417911823,11.493921
1981-04-14,13.0,12.796875,14.125,13.000000000000032,12.617839806151842,12.763541675507694,11.572246
1981-04-15,13.3,13.265625,13.375,13.300000000000033,13.029047750264718,13.051406663508235,11.490882
1981-04-16,12.1,12.765625,10.453125,12.10000000000004,12.634999133079688,10.944026955574412,11.232682
1981-04-17,12.4,12.421875,11.578125,12.399999999999999,12.180204300185169,10.92286283764945,11.056411
1981-04-18,13.2,11.953125,11.625,13.199999999999967,12.149521359016816,10.729676873644914,10.91638
1981-04-19,13.8,12.015625,11.328125,13.800000000000054,11.943749171555343,10.414859087319485,10.620451
1981-04-20,10.6,12.421875,10.171875,10.599999999999977,12.15997678792148,10.256415666129831,10.974411
1981-04-21,9.0,11.921875,9.984375,8.999999999999861,12.004485176082131,10.2919108797786,10.838209
1981-04-22,10.0,11.890625,10.796875,10.000000000000101,11.9340780944364,10.359677260791754,11.329095
1981-04-23,9.8,12.453125,10.515625,9.80000000000005,12.239112649619152,10.36513591416181,11.157098
1981-04-24,11.5,12.171875,11.984375,11.500000000000002,11.992414881830165,10.883383004739853,11.009324
1981-04-25,8.9,12.203125,10.171875,8.900000000000286,12.420065470500418,10.857956173510575,11.288595
1981-04-26,7.4,11.765625,9.734375,7.399999999999881,11.749244137901576,10.276703690960849,10.769713
1981-04-27,9.9,12.046875,12.546875,9.900000000000063,11.85783165342304,9.942019129567464,10.605671
1981-04-28,9.3,12.265625,12.578125,9.300000000000303,12.345625173007946,10.050215693552305,10.492088
1981-04-29,9.9,12.734375,11.578125,9.900000000000107,12.776809417469298,9.954316797044244,10.420392
1981-04-30,7.4,12.796875,10.265625,7.400000000000044,12.794525258102563,9.932736192695092,10.423669
1981-05-01,8.6,10.703125,10.703125,8.600000000000266,10.563994569695353,10.399321467279524,10.588236
1981-05-02,11.9,10.265625,12.390625,11.900000000000054,10.76249453567592,10.220740164849468,9.674138
1981-05-03,14.0,9.953125,12.9375,13.999999999999948,10.066968782133046,10.150696289875144,10.1757
1981-05-04,8.6,10.640625,11.765625,8.599999999999795,10.438020507346588,10.888571457313033,10.685439
1981-05-05,10.0,9.984375,10.828125,10.000000000000083,10.159267737779459,10.555128045142647,10.549201
1981-05-06,13.5,10.578125,12.1875,13.499999999999991,10.65636543408654,10.510265265272777,10.425969
1981-05-07,12.0,10.328125,8.859375,11.999999999999963,10.53144984801414,9.863220535129095,10.301164
1981-05-08,10.5,10.359375,8.6875,10.500000000000187,10.278622407332607,9.65331898195293,9.948287
1981-05-09,10.7,9.953125,10.15625,10.699999999999726,10.223443241421316,9.629059221475336,9.3453455
1981-05-10,8.1,9.890625,9.515625,8.100000000000078,9.998611928261782,9.40624671885536,9.570197
1981-05-11,10.1,10.171875,9.234375,10.10000000000019,10.09094133514213,9.611616887545138,10.016454
1981-05-12,10.6,10.015625,9.46875,10.599999999999937,10.138748943453638,9.60879662150399,9.879565
1981-05-13,5.3,9.796875,10.203125,5.300000000000106,9.912098661598733,9.478721947726903,9.695722
1981-05-14,6.6,10.546875,10.390625,6.600000000000011,10.466473155944897,9.446817255793157,9.73924
1981-05-15,8.5,11.015625,9.03125,8.499999999999897,10.757529325011399,9.23053283877298,9.6683035
1981-05-16,11.2,10.078125,8.53125,11.199999999999907,10.451149869147148,8.921793281616765,9.140905
1981-05-17,9.8,9.765625,9.421875,9.800000000000068,9.813427170086909,8.768222809471107,9.319119
1981-05-18,5.9,10.015625,9.21875,5.9000000000000155,9.964526409812274,8.72059355263873,9.347489
1981-05-19,3.2,9.890625,9.375,3.200000000000067,10.082185727913265,8.698642292906534,9.076083
1981-05-20,2.1,10.078125,7.796875,2.1000000000000103,10.236171935691015,8.647337041229802,8.939525
1981-05-21,3.4,9.671875,6.46875,3.400000000000068,9.853118525875185,8.643693656125535,9.1879
1981-05-22,5.4,9.640625,6.984375,5.400000000000066,9.662559669183079,8.731277581438691,9.467792
1981-05-23,9.6,9.734375,8.546875,9.59999999999975,10.055263385686613,9.154073858137531,9.753376
1981-05-24,11.5,9.515625,9.515625,11.499999999999773,9.625637751731905,9.152912965558876,9.320437
1981-05-25,12.3,10.265625,8.296875,12.299999999999843,10.235070521295876,9.052066983248098,9.042064
1981-05-26,12.6,9.640625,10.078125,12.599999999999927,9.887680694259497,9.158442029897929,8.929508
1981-05-27,11.0,9.703125,9.796875,10.999999999999941,9.934026801192575,9.19007075794286,8.948004
1981-05-28,11.2,10.015625,9.609375,11.199999999999987,10.194258522801,9.377938762426487,8.976716
1981-05-29,11.4,10.484375,10.609375,11.40000000000012,10.505290992215977,9.424686548689671,8.903604
1981-05-30,11.8,10.078125,9.765625,11.799999999999972,10.610675994170025,9.758747256882074,9.896577
1981-05-31,12.8,9.859375,8.078125,12.800000000000159,10.025594362073985,9.541553552491807,8.984542
1981-06-01,11.6,8.140625,9.296875,11.59999999999993,8.05584665494595,8.116521157704286,9.214642
1981-06-02,10.6,8.078125,9.640625,10.59999999999988,8.394239257582218,7.9914075184432205,9.059604
1981-06-03,9.8,7.703125,9.890625,9.800000000000168,8.001793145251439,7.697661847847487,8.885267
1981-06-04,11.2,8.140625,9.890625,11.1999999999999,8.103393528250482,7.551388602180783,8.718377
1981-06-05,5.7,7.640625,7.640625,5.700000000000028,7.684137119286611,7.194677550325415,8.795325
1981-06-06,7.1,7.703125,7.5625,7.100000000000142,8.06169404328836,6.96693443176209,8.225139
1981-06-07,2.5,7.546875,6.046875,2.4999999999999645,7.8409087496299765,7.0328945445037565,8.308517
1981-06-08,3.5,7.796875,7.578125,3.4999999999994884,7.770474492583205,7.231981265886365,9.096357
1981-06-09,4.6,7.765625,8.796875,4.599999999999909,7.855187963327614,7.215028435004573,8.783223
1981-06-10,11.0,7.640625,8.796875,10.999999999999998,7.933436291380176,7.178453056174123,8.487656
1981-06-11,5.7,7.671875,6.890625,5.6999999999998785,7.756314356046024,7.173322518418327,8.086865
1981-06-12,7.7,7.703125,6.8125,7.700000000000051,7.66361832496079,7.1533594235655915,8.191583
1981-06-13,10.4,6.921875,7.265625,10.400000000000045,7.317427270800554,7.108904635864015,8.36363
1981-06-14,11.4,7.765625,9.3125,11.400000000000198,7.775932057560732,7.16978300229054,8.624799
1981-06-15,9.2,8.453125,9.59375,9.200000000000038,8.249381410261996,7.2411101128180455,8.81439
1981-06-16,6.1,7.828125,6.078125,6.100000000000128,8.082894591053446,7.126683792629409,7.820572
1981-06-17,2.7,7.484375,5.46875,2.7000000000000988,7.748251533205303,7.096937162903624,7.608781
1981-06-18,4.3,7.515625,6.375,4.300000000000134,7.629899430716169,7.09137960191797,7.5183306
1981-06-19,6.3,7.515625,5.4375,6.300000000000042,7.607055109420415,7.059673558121688,7.415064
1981-06-20,3.8,7.171875,5.25,3.8000000000000176,7.641500544892834,7.020286165085183,7.9495153
1981-06-21,4.4,6.921875,6.71875,4.3999999999999995,7.162577427491023,7.027096627414005,8.039384
1981-06-22,7.1,7.078125,6.578125,7.099999999999994,7.154411754433677,7.088517866594026,7.7611895
1981-06-23,4.8,7.515625,5.453125,4.799999999999937,7.68700810759291,7.085686889768686,7.5710163
1981-06-24,5.8,7.234375,6.484375,5.799999999999989,7.5604621148502975,7.077896470086138,7.560835
1981-06-25,6.2,7.765625,4.703125,6.200000000000122,7.9004435421997705,7.095459550233275,7.520605
1981-06-26,7.3,7.265625,7.203125,7.300000000000112,7.412550075766649,7.0640206836128865,7.720998
1981-06-27,9.2,6.796875,7.390625,9.200000000000186,7.339355410394394,7.101612486443272,8.949668
1981-06-28,10.2,7.265625,7.859375,10.19999999999984,7.503717424416837,7.134868079635196,7.693842
1981-06-29,9.5,7.921875,7.828125,9.499999999999957,7.997143077466575,7.271007708230527,7.733876
1981-06-30,9.5,7.859375,7.328125,9.500000000000016,8.242420716076323,7.394639999787873,7.6123476
1981-07-01,10.7,7.484375,9.734375,10.699999999999989,7.525560261826702,7.9110105472337136,7.6194506
1981-07-02,10.0,7.578125,8.984375,9.999999999999977,7.636391066486488,7.779099497434223,7.487215
1981-07-03,6.5,7.203125,9.0,6.500000000000153,7.1237931791093345,7.35984655384807,7.558585
1981-07-04,7.0,7.109375,7.46875,7.000000000000052,7.313062723429159,6.981583565486542,7.4144497
1981-07-05,7.4,6.671875,7.21875,7.399999999999948,6.710878448299566,6.918762429352683,7.083291
1981-07-06,8.1,7.515625,9.71875,8.099999999999888,7.270217553195033,7.285660643514177,7.8331137
1981-07-07,6.6,7.109375,7.546875,6.599999999999878,7.372863765099114,7.196802421588529,7.616954
1981-07-08,8.3,7.140625,9.8125,8.299999999999915,7.240188099463957,7.13380119539286,7.4854107
1981-07-09,8.9,7.265625,9.625,8.89999999999991,7.0973397722318845,7.089173205279302,7.3629866
1981-07-10,4.6,7.140625,5.9375,4.599999999999801,7.055436325238073,7.0180165274706585,7.5121937
1981-07-11,6.8,6.640625,5.578125,6.799999999999974,6.9659835512247,6.944212670858646,7.680275
1981-07-12,5.7,6.703125,6.40625,5.700000000000006,6.690359653973746,6.99174818554809,7.37346
1981-07-13,6.1,6.734375,7.0625,6.099999999999968,6.525950780707227,7.093344325930301,7.4571543
1981-07-14,7.0,7.328125,7.265625,6.999999999999807,7.307887073029871,7.112712923694274,7.375204
1981-07-15,7.2,7.765625,7.84375,7.200000000000145,7.719095017142747,7.127536031534181,7.529311
1981-07-16,6.3,7.328125,7.15625,6.2999999999999385,7.325046399957716,7.021140890964031,6.733882
1981-07-17,8.8,6.984375,7.09375,8.799999999999882,6.870251567063198,6.963831042536988,6.916642
1981-07-18,5.0,6.515625,7.21875,4.999999999999893,6.839568625894845,6.934359753183335,7.5284986
1981-07-19,7.4,6.578125,7.40625,7.4000000000000465,6.633796438433371,6.939980641421391,6.9633245
1981-07-20,10.1,6.984375,7.40625,10.099999999999831,6.850024054799507,7.037206975400156,7.5717
1981-07-21,12.0,6.484375,7.59375,12.000000000000304,6.69453244296016,7.017581968897629,7.05851
1981-07-22,9.0,6.453125,6.734375,9.000000000000066,6.624125361314428,6.9885503111169704,6.9572487
1981-07-23,8.9,7.015625,6.109375,8.900000000000073,6.929159916497181,6.980551921956012,6.886614
1981-07-24,9.8,6.734375,5.828125,9.799999999999997,6.682462148708193,6.949635715931513,7.012312
1981-07-25,9.0,6.765625,4.765625,9.000000000000012,7.110112737378448,6.921400837069375,8.334266
1981-07-26,9.2,6.328125,6.390625,9.199999999999976,6.439291404779605,6.90493806247875,6.961336
1981-07-27,7.7,6.609375,8.609375,7.6999999999999105,6.547878920301067,7.018886957043952,7.627244
1981-07-28,8.0,6.828125,9.265625,7.999999999999994,7.035672439885974,7.1818411179255905,7.4479303
1981-07-29,6.1,7.296875,9.921875,6.099999999999987,7.466856684347326,7.23055288979661,7.546253
1981-07-30,3.5,7.359375,7.109375,3.499999999999944,7.484572524980593,7.243429878706532,7.7435417
1981-07-31,3.2,7.078125,8.734375,3.2000000000001183,7.082418759050275,7.1400910064471805,8.047486
1981-08-01,5.7,8.328125,6.671875,5.6999999999998705,8.448652734714063,7.778997356940291,7.5784035
1981-08-02,7.7,8.453125,8.359375,7.699999999999818,8.463613831787864,7.836149845767706,7.550091
1981-08-03,9.0,8.296875,9.53125,9.000000000000064,8.133409128045471,7.936980523331167,8.0912075
1981-08-04,10.0,8.609375,8.984375,10.000000000000096,8.462571309020998,7.8256703232706855,8.040961
1981-08-05,6.2,8.109375,7.125,6.199999999999999,8.1634666751035,7.653907015325484,8.093855
1981-08-06,6.9,8.671875,7.71875,6.900000000000118,8.45335443778447,7.649600828575731,8.122385
1981-08-07,6.5,8.453125,5.546875,6.500000000000123,8.415497010291805,7.4599846068265245,8.17441
1981-08-08,6.8,7.953125,6.03125,6.800000000000044,8.163280572351317,7.396114108607963,7.6317263
1981-08-09,7.0,8.140625,8.1875,7.0000000000000675,7.9245625375332605,7.344507298235052,7.026741
1981-08-10,5.2,8.234375,6.4375,5.199999999999981,8.06505227417421,7.459218977673629,8.5718775
1981-08-11,3.0,8.140625,4.390625,2.9999999999997335,8.115492136816538,7.447213361277976,7.508048
1981-08-12,5.6,8.140625,4.484375,5.599999999999841,8.14294788077768,7.480808546657974,7.6029463
1981-08-13,7.9,7.890625,6.421875,7.89999999999998,7.709087665296662,7.512565647106256,7.755994
1981-08-14,9.0,8.671875,7.890625,9.000000000000053,8.350520318222562,7.507342577074638,7.8910475
1981-08-15,8.6,8.578125,8.59375,8.60000000000005,8.642187490030107,7.565310581969474,8.046314
1981-08-16,10.3,8.265625,9.53125,10.3,8.152269165259092,7.500979407801739,7.8418713
1981-08-17,10.5,8.078125,8.515625,10.500000000000039,7.8798675159993365,7.547722629683721,8.518168
1981-08-18,7.6,8.015625,6.5625,7.599999999999914,7.989077211486684,7.5245395444901,8.148922
1981-08-19,9.7,8.015625,7.453125,9.700000000000088,8.086384665237304,7.498483787256792,7.9655275
1981-08-20,12.5,8.140625,8.84375,12.500000000000133,8.033160939388942,7.499106058555656,7.9224367
1981-08-21,7.4,7.796875,6.5,7.399999999999915,7.737165688152852,7.47778101113147,8.323479
1981-08-22,7.9,7.265625,5.921875,7.899999999999995,7.547217834201788,7.482773128778608,8.428352
1981-08-23,3.9,7.921875,5.671875,3.899999999999838,7.7563826817985575,7.424932108567937,7.6554604
1981-08-24,6.6,7.828125,6.671875,6.600000000000003,7.69207809764433,7.517489230778706,8.205075
1981-08-25,4.6,8.265625,7.828125,4.6000000000001,8.259621322970286,7.542369446205908,8.126746
1981-08-26,7.0,7.765625,8.359375,6.999999999999978,7.891879631583539,7.506378641353551,8.216785
1981-08-27,6.0,7.765625,6.078125,5.999999999999904,7.731015804890503,7.526609864519409,8.348422
1981-08-28,5.5,8.140625,8.796875,5.499999999999988,8.078305685078666,7.575177053690962,8.460353
1981-08-29,8.1,8.109375,9.640625,8.100000000000005,8.389949157234687,7.686586288111985,8.814191
1981-08-30,5.5,8.265625,6.203125,5.500000000000025,8.311795290281971,7.517494619726815,7.8518353
1981-08-31,6.2,8.171875,7.140625,6.1999999999999496,8.092034707986413,7.593174202199418,8.747981
1981-09-01,8.0,9.765625,9.171875,8.000000000000147,9.743673583391956,9.16529932611856,9.172631
1981-09-02,10.3,9.859375,12.171875,10.300000000000008,10.061714321677854,9.235285493777292,9.143687
1981-09-03,9.8,9.453125,11.515625,9.799999999999946,9.462058275720963,9.268378756022887,9.158233
1981-09-04,9.6,9.921875,10.15625,9.600000000000097,9.650716817299745,9.169375032858794,9.199471
1981-09-05,8.5,8.890625,8.328125,8.500000000000039,9.232071411076916,8.72344014484268,8.790575
1981-09-06,7.5,9.546875,7.71875,7.499999999999949,9.426089466171902,8.30990480418464,8.70849
1981-09-07,11.2,9.546875,7.453125,11.200000000000129,9.570625222314,9.158147539350452,9.547544
1981-09-08,14.6,9.421875,10.328125,14.600000000000481,9.458301421029212,9.282361418177477,9.358096
1981-09-09,11.7,9.546875,12.453125,11.69999999999994,9.52266302742325,9.365285620711226,9.14538
1981-09-10,7.8,9.390625,9.453125,7.800000000000132,9.393701421849702,9.362269319719422,8.993499
1981-09-11,12.3,9.453125,11.234375,12.3,9.303637645095286,9.45097097717584,8.741512
1981-09-12,10.1,8.953125,10.21875,10.099999999999927,9.211552616751096,9.11486983959502,9.162681
1981-09-13,11.5,8.765625,7.90625,11.499999999999908,8.681822693684095,8.670753504046665,8.2024
1981-09-14,7.3,9.765625,7.515625,7.299999999999743,9.505648530244756,9.206572421175364,8.957387
1981-09-15,10.9,10.078125,9.734375,10.899999999999944,9.937208338708002,9.338370150335443,8.981594
1981-09-16,14.1,9.640625,12.15625,14.100000000000385,9.750369655149083,9.601504820006967,9.171222
1981-09-17,10.7,9.265625,11.328125,10.699999999999939,9.208516663674828,9.621912876091937,9.073698
1981-09-18,16.9,9.328125,12.375,16.900000000000297,9.177222719765432,9.672275997658113,8.994664
1981-09-19,10.5,8.828125,11.96875,10.499999999999922,9.15498940121072,9.30558601273701,8.610602
1981-09-20,6.5,9.046875,9.125,6.499999999999833,9.005895967776375,8.814741131807718,8.76782
1981-09-21,11.0,8.921875,8.875,10.999999999999961,8.892293900175046,9.3587810349371,9.1937
1981-09-22,6.3,8.703125,10.078125,6.300000000000034,8.842238682879682,9.399083629767308,9.266165
1981-09-23,10.5,9.296875,9.328125,10.500000000000115,9.354483171688548,9.498490448724427,9.409389
1981-09-24,7.2,9.015625,9.765625,7.200000000000019,9.020727245319822,9.515920701749819,9.49137
1981-09-25,7.6,9.578125,11.859375,7.599999999999799,9.447766831249034,9.63794873825391,9.635196
1981-09-26,10.7,8.515625,10.703125,10.699999999999942,8.960484367556955,9.248013084337307,9.239064
1981-09-27,7.8,8.671875,11.265625,7.799999999999999,8.703750833277937,8.720778261390699,8.975696
1981-09-28,9.6,9.265625,11.703125,9.600000000000042,9.23343389710086,9.444104763785354,9.780557
1981-09-29,11.4,9.546875,11.109375,11.39999999999993,9.684970005912582,9.609348960629369,9.810436
1981-09-30,12.4,9.640625,10.609375,12.399999999999961,9.90989578017196,9.666315046453816,9.969966
1981-10-01,8.9,10.828125,9.515625,8.899999999999807,10.96266951744814,10.137520121411576,10.334234
1981-10-02,13.2,10.921875,11.578125,13.200000000000097,11.160558480687662,10.247323546532359,10.34901
1981-10-03,8.6,10.015625,9.984375,8.599999999999934,10.648571596051552,9.413207411033321,9.587489
1981-10-04,6.2,10.546875,9.109375,6.200000000000143,10.654302271464612,9.098720494957849,9.947959
